Date,Spread,Mcap,P/B,P/E,Close,Volatility,30y_yield,AA Yield,Mkt_rf,smb,hml,rf,Yield,3m,Inflation
2005-11-25,1,11.136M,2.8329,17.6847,1268.25,12.06,4.6581,5.35,1.56,0.03,-0.22,0.078,1.51,3.945,
2005-12-02,0.96,11.12M,2.8204,17.579,1265.08,10.76,4.7135,5.4,-0.12,1.21,0.28,0.079,1.51,3.987,3.5
2005-12-09,0.95,11.067M,2.8078,17.5083,1259.37,8.02,4.7273,5.44,-0.44,0.27,0.2,0.079,1.51,3.935,
2005-12-16,0.95,11.139M,2.8253,17.6164,1267.32,7.5,4.6426,5.41,0.36,-1.22,-0.65,0.079,1.5,3.925,
2005-12-23,0.94,11.136M,2.8309,17.654,1268.66,7.4,4.5447,5.34,0.1,0.26,-0.09,0.079,1.5,3.986,
2005-12-30,0.95,10.969M,2.7835,17.3676,1248.29,7.67,4.5348,5.24,-1.59,-0.28,0.74,0.079,1.53,4.079,
2006-01-06,0.95,11.313M,2.811,17.3958,1285.45,9.18,4.5607,5.26,2.92,0.56,-0.14,0.087,1.83,4.204,3.4
2006-01-13,0.95,11.334M,2.8154,17.4221,1287.61,8.11,4.5284,5.29,0.29,1.11,-0.14,0.087,1.83,4.327,
2006-01-20,0.95,11.103M,2.7583,17.0678,1261.48,10.05,4.5214,5.23,-1.94,1.34,0.86,0.087,1.87,4.359,
2006-01-27,0.93,11.298M,2.8065,17.367,1283.72,10.34,4.6918,5.33,1.87,1.8,0.26,0.087,1.84,4.442,
2006-02-03,0.92,11.119M,2.7679,17.0507,1264.03,10.71,4.6242,5.39,-1.35,0.48,0.2,0.084,1.89,4.473,4
2006-02-10,0.94,11.138M,2.7743,17.09,1266.99,10.82,4.5518,5.34,-0.1,-0.99,-0.12,0.084,1.88,4.535,
2006-02-17,0.93,11.397M,2.82,17.3634,1287.24,9.89,4.5057,5.37,1.54,0.15,0.08,0.084,1.85,4.534,
2006-02-24,0.91,11.439M,2.823,17.3678,1289.43,9.97,4.5258,5.32,0.23,0.39,-0.05,0.084,1.86,4.587,
2006-03-03,0.89,11.433M,2.8124,17.294,1287.23,8.88,4.6594,5.38,-0.13,0.53,-0.25,0.092,1.86,4.607,3.6
2006-03-10,0.88,11.309M,2.8,17.2182,1281.58,9,4.7476,5.53,-0.84,-0.92,0.34,0.092,1.87,4.607,
2006-03-17,0.88,11.525M,2.8565,17.5651,1307.25,8.81,4.7173,5.53,2.02,0.32,0.24,0.092,1.83,4.618,
2006-03-24,0.88,11.489M,2.8459,17.5197,1302.95,8.51,4.6893,5.51,-0.12,1.35,-0.09,0.092,1.84,4.639,
2006-03-31,0.89,11.424M,2.7749,16.8713,1294.83,8.33,4.8898,5.61,-0.23,2.04,0.01,0.092,1.85,4.607,3.4
2006-04-07,0.87,11.498M,2.778,16.9322,1295.5,8.77,5.0553,5.72,-0.13,-1.13,0.93,0.089,1.83,4.68,
2006-04-14,0.84,11.418M,2.7639,16.8443,1289.12,8.11,5.1124,5.84,-0.56,-0.11,-0.1,0.089,1.84,4.69,
2006-04-21,0.84,11.644M,2.8123,17.1375,1311.28,8.97,5.0928,5.88,1.67,0.78,0.56,0.089,1.8,4.742,
2006-04-28,0.8,11.605M,2.8096,17.1149,1310.61,8.61,5.1615,5.93,-0.24,-0.93,0.9,0.089,1.81,4.763,
2006-05-05,0.78,11.722M,2.8377,17.2609,1325.76,9.11,5.1875,5.96,1.21,0.95,0.57,0.108,1.8,4.815,3.5
2006-05-12,0.77,11.417M,2.7633,16.8131,1291.24,10.02,5.3106,5.97,-2.86,-2.36,0.95,0.108,1.84,4.815,
2006-05-19,0.8,11.202M,2.7085,16.4887,1267.03,10.77,5.1376,5.96,-2.06,-0.82,0.49,0.108,1.89,4.815,
2006-05-26,0.82,11.32M,2.7352,16.6282,1280.16,11.37,5.1545,5.9,0.85,-0.23,-0.09,0.108,1.88,4.835,
2006-06-02,0.84,11.385M,2.7476,16.6826,1288.22,12.02,5.0949,5.91,0.7,0.3,0.6,0.099,1.87,4.804,4.2
2006-06-09,0.86,11.091M,2.671,16.2193,1252.3,13.03,5.0198,5.81,-3.2,-1.74,0.22,0.099,1.92,4.877,
2006-06-16,0.88,11.066M,2.6693,16.2089,1251.54,14.78,5.1686,5.83,-0.32,-1.13,-0.21,0.099,1.92,4.867,
2006-06-23,0.92,11.025M,2.6544,16.1231,1244.5,14.7,5.2536,5.94,-0.47,-0.03,0.3,0.099,1.93,4.96,
2006-06-30,0.92,11.254M,2.6694,15.9453,1270.2,15.57,5.1859,5.98,2.23,1.97,0.44,0.099,1.89,4.981,4.3
2006-07-07,0.9,11.216M,2.6596,15.8832,1265.48,15.57,5.1738,5.94,-0.76,-1.54,0.84,0.099,1.91,5.002,
2006-07-14,0.91,10.961M,2.5982,15.5155,1236.2,14.87,5.115,5.85,-2.82,-1.55,1.07,0.099,1.96,5.054,
2006-07-21,0.93,10.992M,2.6049,15.5541,1240.29,15.29,5.0931,5.82,-0.1,-1.87,0.98,0.099,1.96,5.074,
2006-07-28,0.9,11.312M,2.6851,16.0323,1278.55,14.39,5.0703,5.82,3.07,0.78,-0.14,0.099,1.9,5.054,
2006-08-04,0.89,11.301M,2.6871,15.9848,1279.36,13.87,4.988,5.76,0.07,0.05,-0.42,0.105,1.9,5.074,4.1
2006-08-11,0.89,11.181M,2.6634,15.8409,1266.74,12.1,5.0939,5.76,-1.3,-1.66,-0.09,0.105,1.92,5.064,
2006-08-18,0.91,11.475M,2.738,16.2852,1302.3,12.36,4.9786,5.7,2.97,1.88,-1.58,0.105,1.87,5.095,
2006-08-25,0.91,11.423M,2.7218,16.1963,1295.09,10.98,4.9243,5.62,-0.88,-0.96,0.19,0.105,1.88,5.106,
2006-09-01,0.93,11.556M,2.7527,16.375,1311.01,7.76,4.8716,5.57,1.55,1.83,-0.43,0.102,1.86,5.011,3.8
2006-09-08,0.93,11.441M,2.7252,16.2217,1298.92,7.64,4.918,5.59,-1.11,-0.78,0.49,0.102,1.88,4.929,
2006-09-15,0.91,11.605M,2.7686,16.477,1319.87,7.92,4.9096,5.58,1.65,1.18,-0.52,0.102,1.85,4.939,
2006-09-22,0.91,11.559M,2.7572,16.4193,1314.78,7.79,4.7343,5.49,-0.66,-0.86,0.33,0.102,1.85,4.919,
2006-09-29,0.93,11.742M,2.798,16.67,1335.85,7.22,4.7619,5.39,1.47,-0.57,-0.15,0.102,1.82,4.877,
2006-10-06,0.94,11.86M,2.7761,16.1416,1349.58,7.8,4.8343,5.42,1.09,0.67,-0.26,0.101,1.81,4.939,2.1
2006-10-13,0.94,11.993M,2.8091,16.3328,1365.62,8.08,4.9334,5.56,1.4,1.55,-0.08,0.101,1.8,5.054,
2006-10-20,0.93,12.039M,2.8152,16.3671,1368.6,7.16,4.908,5.56,0.05,-0.13,-0.17,0.101,1.8,5.085,
2006-10-27,0.87,12.09M,2.8325,16.4707,1377.34,7.46,4.793,5.55,0.62,-0.42,0.23,0.101,1.79,5.095,
2006-11-03,0.86,11.956M,2.8006,16.2878,1364.3,7.12,4.8086,5.41,-1.05,-0.72,0.31,0.106,1.81,5.085,1.3
2006-11-10,0.86,12.105M,2.8385,16.5188,1380.9,7.58,4.6972,5.39,1.36,0.82,0.35,0.106,1.79,5.085,
2006-11-17,0.87,12.301M,2.8827,16.7685,1401.2,6.92,4.6881,5.34,1.53,0.99,-0.66,0.106,1.76,5.085,
2006-11-24,0.88,12.29M,2.8786,16.7264,1400.95,6.51,4.6311,5.3,0.01,0.39,-0.23,0.106,1.76,5.032,
2006-12-01,0.89,12.251M,2.863,16.6842,1396.71,8.25,4.5463,5.23,-0.5,-1.09,0.46,0.101,1.77,5.022,2
2006-12-08,0.89,12.364M,2.891,16.8466,1409.84,8.05,4.6532,5.24,1.02,0.37,0.19,0.101,1.75,4.95,
2006-12-15,0.9,12.516M,2.9262,17.0524,1427.09,7.89,4.7138,5.31,0.95,-1.35,1.52,0.101,1.73,4.908,
2006-12-22,0.9,12.375M,2.8927,16.8708,1410.77,7.55,4.7578,5.36,-1.27,-0.22,0.73,0.101,1.75,4.98,
2006-12-29,0.89,12.441M,2.9065,16.9534,1418.3,7.81,4.8095,5.43,0.47,0.44,0.11,0.101,1.74,5.011,
2007-01-05,0.96,12.371M,2.8129,16.4816,1409.71,8.05,4.7385,5.31,-0.66,-0.71,-0.59,0.111,1.85,5.043,2.5
2007-01-12,0.95,12.561M,2.8555,16.7365,1430.73,6.48,4.86,5.34,1.73,0.98,-1.11,0.111,1.82,5.084,
2007-01-19,0.94,12.561M,2.855,16.7329,1430.5,5.95,4.8623,5.41,-0.31,-1.15,0.47,0.111,1.83,5.137,
2007-01-26,0.92,12.489M,2.8381,16.6342,1422.18,7.45,4.9722,5.47,-0.57,0.83,0.13,0.111,1.84,5.126,
2007-02-02,0.92,12.719M,2.8881,16.9257,1448.39,7.51,4.922,5.5,1.94,0.62,0.42,0.096,1.81,5.137,2.1
2007-02-09,0.9,12.626M,2.8654,16.7865,1438.06,7.2,4.8635,5.42,-0.65,0.24,0.35,0.096,1.82,5.147,
2007-02-16,0.89,12.771M,2.8992,16.9681,1455.54,7.4,4.7875,5.41,1.22,-0.04,-0.12,0.096,1.8,5.167,
2007-02-23,0.86,12.724M,2.8914,16.9017,1451.19,7.38,4.7765,5.37,-0.05,1.47,-0.8,0.096,1.8,5.178,
2007-03-02,0.9,12.145M,2.7621,16.1472,1387.17,13.44,4.6382,5.25,-4.62,-1.52,0.81,0.106,1.9,5.095,2.4
2007-03-09,0.94,12.279M,2.7928,16.3276,1402.85,14,4.7214,5.25,1,0.09,-0.17,0.106,1.87,5.085,
2007-03-16,0.96,12.141M,2.7612,16.1432,1386.95,15.08,4.6931,5.27,-1.18,0.57,-0.55,0.106,1.9,5.022,
2007-03-23,0.99,12.55M,2.86,16.7802,1436.11,16.42,4.8022,5.32,3.48,0.13,-0.47,0.106,1.85,5.064,
2007-03-30,0.98,12.432M,2.8293,16.5894,1420.86,16.34,4.8432,5.4,-1.08,0.1,-0.2,0.106,1.87,5.033,
2007-04-06,0.94,12.631M,2.8202,16.5505,1443.76,16.61,4.9203,5.48,1.55,-0.01,-0.72,0.109,1.85,5.032,2.8
2007-04-13,0.93,12.711M,2.8372,16.6526,1452.85,12.11,4.9296,5.53,0.58,0.19,-0.02,0.109,1.84,5.002,
2007-04-20,0.93,12.978M,2.8991,17.0128,1484.35,11.26,4.8452,5.44,1.82,-1.06,0.43,0.109,1.81,4.97,
2007-04-27,0.92,13.056M,2.9179,17.1224,1494.07,9.09,4.8806,5.43,0.41,-0.35,-1.09,0.109,1.8,4.919,
2007-05-04,0.91,13.139M,2.9388,17.2352,1505.62,8.02,4.8051,5.4,0.69,-0.5,0.15,0.101,1.8,4.877,2.6
2007-05-11,0.89,13.127M,2.9398,17.2317,1505.85,8.84,4.8493,5.42,-0.09,-0.65,0.41,0.101,1.8,4.836,
2007-05-18,0.92,13.253M,2.9713,17.4269,1522.75,9.05,4.9576,5.46,0.82,-1.49,-0.33,0.101,1.79,4.804,
2007-05-25,0.92,13.21M,2.9565,17.3504,1515.73,8.92,5.0024,5.55,-0.33,1.21,-0.45,0.101,1.8,4.866,
2007-06-01,0.93,13.394M,2.9949,17.5654,1536.34,8.83,5.0572,5.58,1.56,1.07,-0.33,0.099,1.77,4.786,2.7
2007-06-08,0.95,13.142M,2.9377,17.2398,1507.67,11.09,5.207,5.67,-1.99,-0.01,-0.13,0.099,1.81,4.766,
2007-06-15,0.9,13.359M,2.9867,17.5252,1532.91,12.15,5.259,5.89,1.58,-0.09,-0.22,0.099,1.78,4.547,
2007-06-22,0.88,13.099M,2.9307,17.1765,1502.56,12.54,5.2481,5.85,-1.98,0.47,-0.12,0.099,1.82,4.714,
2007-06-29,0.88,13.118M,2.9434,17.1951,1503.35,12.44,5.1239,5.8,0.01,0.11,-0.7,0.099,1.81,4.807,
2007-07-06,0.89,13.369M,2.9896,17.0599,1530.44,12.58,5.2684,5.8,1.88,0.01,-0.66,0.099,1.8,4.942,2.7
2007-07-13,0.88,13.566M,3.032,17.3107,1552.5,14.3,5.1849,5.81,1.25,-0.88,-0.77,0.099,1.78,4.963,
2007-07-20,0.88,13.411M,2.9958,17.1042,1534.1,13,5.0581,5.74,-1.34,-0.43,-1.43,0.099,1.8,4.974,
2007-07-27,0.97,12.733M,2.8491,16.2663,1458.95,15.54,4.9317,5.64,-5.18,-1.46,-0.83,0.099,1.89,4.849,
2007-08-03,0.99,12.491M,2.7924,15.9371,1433.06,17.43,4.8652,5.63,-1.9,-0.89,-1.55,0.104,1.92,4.828,2.4
2007-08-10,0.88,12.639M,2.8338,16.1727,1453.64,21.36,5.0331,5.78,1.4,2.07,-0.86,0.104,1.9,4.547,
2007-08-17,0.85,12.57M,2.8182,16.0878,1445.94,23.27,4.9863,5.85,-0.74,-0.43,1.84,0.104,1.91,3.759,
2007-08-24,0.83,12.857M,2.8835,16.4577,1479.37,22.67,4.8843,5.85,2.33,-0.71,-0.41,0.104,1.87,4.226,
2007-08-31,0.83,12.809M,2.8759,16.3865,1473.99,24.74,4.8224,5.77,-0.44,-0.02,-1.05,0.104,1.88,4.111,2
2007-09-07,0.83,12.635M,2.8374,16.1571,1453.55,23.55,4.6973,5.72,-1.34,-0.52,-0.33,0.081,1.91,4.06,
2007-09-14,0.88,12.889M,2.8944,16.4921,1484.25,21.81,4.7191,5.66,1.84,-1.18,-0.58,0.081,1.87,3.987,
2007-09-21,0.88,13.242M,2.9753,16.9526,1525.75,20.06,4.8852,5.77,2.65,0.41,0,0.081,1.82,3.759,
2007-09-28,0.84,13.206M,2.9812,17.0597,1526.75,17.41,4.836,5.79,0.07,-0.87,-1.26,0.081,1.81,3.801,
2007-10-05,0.83,13.502M,2.9682,17.4629,1557.59,17.49,4.8655,5.72,2.28,1.9,0.16,0.08,1.79,3.976,2.8
2007-10-12,0.79,13.514M,2.9723,17.5149,1561.8,14.12,4.9011,5.78,0.29,-0.91,-0.84,0.08,1.78,4.194,
2007-10-19,0.81,12.98M,2.8558,16.8269,1500.63,15.13,4.6856,5.68,-3.86,-1.03,-1.05,0.08,1.85,3.821,
2007-10-26,0.83,13.275M,2.9194,17.2176,1535.28,15.1,4.6979,5.54,2.17,0.5,-0.65,0.08,1.81,3.946,
2007-11-02,0.85,13.023M,2.8703,16.8851,1509.65,15.12,4.6159,5.54,-1.64,-0.93,-1.89,0.085,1.84,3.604,3.5
2007-11-09,0.88,12.522M,2.7621,16.2594,1453.7,17.68,4.6028,5.53,-3.68,0.26,1.34,0.085,1.92,3.253,
2007-11-16,0.93,12.563M,2.772,16.3134,1458.74,20.25,4.5344,5.49,0.19,-0.84,-0.53,0.085,1.91,3.418,
2007-11-23,0.99,12.406M,2.7416,16.124,1440.7,21.72,4.4246,5.4,-1.49,-0.29,-0.19,0.085,1.93,3.222,
2007-11-30,1.08,12.756M,2.8198,16.706,1481.14,23.86,4.379,5.29,2.8,-1.5,-0.34,0.085,1.88,3.15,4.3
2007-12-07,1.15,12.959M,2.8648,16.9703,1504.66,24.32,4.5697,5.38,1.73,0.17,0.19,0.068,1.85,3.067,
2007-12-14,1.17,12.649M,2.7949,16.5572,1467.95,24.34,4.6583,5.55,-2.63,-1.18,-0.74,0.068,1.9,2.871,
2007-12-21,1.14,12.794M,2.8265,16.7501,1484.46,23,4.5823,5.51,1.23,2.51,-0.45,0.068,1.87,2.974,
2007-12-28,1.14,12.743M,2.8202,16.9651,1478.49,21.16,4.4949,5.57,-0.49,-1.27,0.04,0.068,1.88,3.15,
2008-01-04,1.14,12.17M,2.6693,17.5782,1411.63,21.75,4.3761,5.35,-4.76,-1.51,-0.05,0.054,2.07,3.191,4.1
2008-01-11,1.17,12.078M,2.6496,17.4471,1401.02,19.17,4.375,5.36,-1.12,-1.5,-0.62,0.054,2.08,3.098,
2008-01-18,1.23,11.417M,2.5064,16.5067,1325.19,20.6,4.281,5.29,-5.18,1.31,-0.01,0.054,2.17,2.85,
2008-01-25,1.24,11.478M,2.5165,16.5724,1330.61,21.32,4.2634,5.3,0.64,0.79,2.86,0.054,2.16,2.254,
2008-02-01,1.25,12.034M,2.6412,17.3395,1395.42,22.78,4.3084,5.38,5.05,0.66,2.68,0.033,2.05,2.089,4.3
2008-02-08,1.29,11.468M,2.5183,16.5504,1331.29,23.63,4.4166,5.4,-4.3,0.41,0.15,0.033,2.15,2.223,
2008-02-15,1.29,11.627M,2.5535,16.7816,1350,23.39,4.5762,5.54,1.26,-1.32,-0.02,0.033,2.13,2.192,
2008-02-22,1.31,11.637M,2.5608,16.8172,1353.11,22.76,4.5733,5.62,0.08,-0.83,0.09,0.033,2.12,2.192,
2008-02-29,1.31,11.414M,2.5169,16.5982,1330.63,21.3,4.4023,5.6,-1.53,0.57,-1.13,0.033,2.16,1.843,4
2008-03-07,1.35,11.09M,2.4458,16.133,1293.37,20.43,4.5399,5.54,-2.96,-0.7,-0.24,0.043,2.22,1.444,
2008-03-14,1.38,11.044M,2.4341,16.0724,1288.14,22.88,4.3635,5.53,-0.45,0.83,-0.34,0.043,2.22,1.167,
2008-03-21,1.39,11.398M,2.5127,16.5904,1329.51,26.46,4.1599,5.43,2.7,-1,1.54,0.043,2.15,0.575,
2008-03-28,1.42,11.277M,2.4783,16.5636,1315.22,26.49,4.3177,5.51,-0.71,1.51,-1.07,0.043,2.17,1.372,
2008-04-04,1.43,11.743M,2.5851,18.2696,1370.4,28.19,4.3055,5.53,4.18,-0.06,-0.37,0.044,2.1,1.372,4
2008-04-11,1.44,11.429M,2.513,17.7709,1332.83,27.3,4.299,5.47,-2.65,-0.92,0.11,0.044,2.16,1.188,
2008-04-18,1.43,11.926M,2.6172,18.5394,1390.33,27.43,4.4961,5.6,3.96,0.18,-0.03,0.044,2.05,1.351,
2008-04-25,1.4,11.981M,2.6299,18.6287,1397.84,23.81,4.5914,5.58,0.45,-0.75,-0.79,0.044,2.04,1.362,
2008-05-02,1.34,12.105M,2.6567,18.8138,1413.9,17.74,4.5775,5.56,1.16,-0.68,0.89,0.045,2.02,1.505,3.9
2008-05-09,1.32,11.871M,2.6088,18.481,1388.28,18.13,4.5216,5.57,-1.51,0.96,-0.48,0.045,2.06,1.689,
2008-05-16,1.36,12.20M,2.6734,19.0039,1425.35,15.45,4.5737,5.56,2.71,0.44,-0.77,0.045,2,1.843,
2008-05-23,1.38,11.781M,2.5807,18.3498,1375.93,15.42,4.5678,5.53,-3.22,1.16,-0.1,0.045,2.08,1.853,
2008-05-30,1.39,11.989M,2.6249,18.6727,1400.38,13.1,4.7147,5.67,2.1,1.04,-0.46,0.045,2.04,1.884,
2008-06-06,1.38,11.669M,2.5573,18.2999,1360.68,17.11,4.6237,5.63,-2.41,1.59,-0.66,0.043,2.1,1.838,4.2
2008-06-13,1.4,11.677M,2.5576,18.2234,1360.03,17.58,4.7893,5.68,-0.17,-0.41,-1.02,0.043,2.1,1.971,
2008-06-20,1.4,11.316M,2.4795,17.6488,1317.93,17.56,4.7243,5.74,-2.8,1.95,-0.62,0.043,2.17,1.859,
2008-06-27,1.41,10.987M,2.4065,17.3526,1278.38,18.54,4.521,5.67,-3.26,-0.65,-0.75,0.043,2.23,1.664,
2008-07-04,1.45,10.859M,2.4157,18.2575,1262.9,18.71,4.5328,5.6,-1.94,-3.07,-0.87,0.038,2.27,1.838,5
2008-07-11,1.5,10.669M,2.3684,17.9865,1239.49,20.18,4.5398,5.53,-1.31,2.65,-2.6,0.038,2.3,1.583,
2008-07-18,1.51,10.84M,2.4178,18.3847,1260.68,19.64,4.6475,5.67,1.65,0.14,5.95,0.038,2.26,1.46,
2008-07-25,1.49,10.819M,2.4118,18.3379,1257.76,20.15,4.6852,5.78,-0.03,2.95,0.02,0.038,2.26,1.726,
2008-08-01,1.48,10.808M,2.4108,18.6471,1260.31,22.34,4.5608,5.73,0.39,-0.57,2.98,0.032,2.26,1.664,5.6
2008-08-08,1.48,11.118M,2.4792,19.1909,1296.32,24.13,4.5333,5.74,2.55,1.09,0.32,0.032,2.2,1.695,
2008-08-15,1.49,11.139M,2.4816,19.3594,1298.2,23.72,4.4634,5.68,0.63,2.95,-0.6,0.032,2.2,1.838,
2008-08-22,1.53,11.093M,2.4698,19.2572,1292.2,22.46,4.4662,5.58,-0.68,-1.48,-1.55,0.032,2.21,1.695,
2008-08-29,1.55,11.003M,2.4545,19.1646,1282.83,22.62,4.4227,5.54,-0.49,0.15,2.34,0.032,2.23,1.715,
2008-09-05,1.55,10.656M,2.3756,18.7485,1242.31,23.05,4.3019,5.49,-3.16,0.12,4.35,0.038,2.3,1.777,5.4
2008-09-12,1.59,10.73M,2.4031,18.3532,1251.7,24.01,4.3147,5.46,0.48,-0.6,0.43,0.038,2.27,1.47,
2008-09-19,1.65,10.774M,2.4245,18.2312,1255.08,34.36,4.3823,5.63,0.87,1.37,5.58,0.038,2.25,0.92,
2008-09-26,1.75,10.448M,2.3427,17.7618,1213.01,36.7,4.3702,5.91,-4.02,-2.37,-2.32,0.038,2.32,0.848,
2008-10-03,1.9,9.503M,2.1377,17.4329,1099.23,49.53,4.0872,5.96,-9.6,-1.78,0.74,0.02,2.56,0.472,4.9
2008-10-10,2.13,7.776M,1.7425,14.2422,899.22,55.92,4.1363,6.12,-18,3.62,-4.47,0.02,3.12,0.188,
2008-10-17,2.62,8.132M,1.8225,14.8977,940.55,72.34,4.3229,6.47,4.61,-3.68,1.41,0.02,2.96,0.797,
2008-10-24,2.97,7.574M,1.6992,13.8875,876.77,75.2,4.0687,6.32,-7.24,-3.24,-1.44,0.02,3.18,0.848,
2008-10-31,3.07,8.365M,1.878,15.27,968.75,79.18,4.3664,6.42,10.78,2.61,0.94,0.02,2.9,0.438,3.7
2008-11-07,2.96,8.028M,1.8051,14.7046,930.99,78.91,4.2733,6.37,-4.01,-1.6,-1.96,0.007,3.02,0.289,
2008-11-14,2.9,7.555M,1.6948,13.8027,873.29,80.85,4.2279,6.36,-6.45,-2.58,-3.01,0.007,3.21,0.137,
2008-11-21,3.15,6.888M,1.5467,12.648,800.03,75.38,3.6937,5.99,-8.76,1.3,-8.94,0.007,3.51,0.015,
2008-11-28,3.35,7.708M,1.732,14.2943,896.24,73,3.4369,5.75,12.61,-0.64,10.08,0.007,3.12,0.046,
2008-12-05,3.47,7.541M,1.6987,13.9667,876.07,75.92,3.1254,5.31,-2.14,-0.36,2.56,0,3.2,0.028,1.1
2008-12-12,3.37,7.572M,1.7056,14.0222,879.73,69.62,3.0436,5.35,0.66,1.23,-3.48,0,3.18,0.02,
2008-12-19,3.35,7.632M,1.7244,14.2422,887.88,66.53,2.5502,4.95,1.34,2.01,0.18,0,3.16,0.02,
2008-12-26,3.37,7.50M,1.6996,13.9558,872.8,61.1,2.6056,4.72,-1.63,0.16,-0.82,0,3.21,0.024,
2009-01-02,3.34,7.985M,2.0814,15.1196,931.8,56.79,2.7948,4.73,6.84,-0.73,1.43,0,2.9,0.084,0.1
2009-01-09,3.19,7.662M,1.9856,14.4601,890.35,46.38,3.06,5.04,-4.11,1.33,-2.32,0,3.02,0.061,
2009-01-16,3.08,7.32M,1.8959,13.8068,850.12,34.74,2.8747,4.89,-4.25,2.78,-5.93,0,3.12,0.117,
2009-01-23,3.06,7.17M,1.8553,13.5131,831.95,36.59,3.3212,5.09,-2.53,-2.31,-2.45,0,3.07,0.101,
2009-01-30,2.99,7.125M,1.8424,13.4053,825.88,35.53,3.603,5.23,-0.58,-0.22,-1.13,0,3.06,0.231,
2009-02-06,2.89,7.497M,1.9382,14.1572,868.6,36.33,3.6961,5.29,5.4,0.99,-0.99,0.003,2.89,0.279,0
2009-02-13,2.8,7.136M,1.845,13.4764,826.84,36.86,3.6728,5.21,-4.42,0.87,-3.55,0.003,3,0.294,
2009-02-20,2.75,6.651M,1.7182,12.5452,770.05,38.06,3.5673,5.25,-6.87,0.16,-5.7,0.003,3.13,0.274,
2009-02-27,2.82,6.335M,1.6421,11.985,735.09,40.29,3.7083,5.31,-4.2,-1.92,2.97,0.003,3.2,0.252,
2009-03-06,2.83,5.883M,1.5285,11.1766,683.38,39.13,3.5536,5.4,-7.03,-0.54,-6.92,0.004,3.42,0.201,0.2
2009-03-13,2.91,6.51M,1.6921,12.3726,756.55,43.34,3.6729,5.49,10.69,-1.38,8.9,0.004,3.11,0.193,
2009-03-20,2.88,6.609M,1.7227,12.5783,768.54,43.86,3.6606,5.62,1.76,0.43,2.07,0.004,3.02,0.206,
2009-03-27,3.02,7.013M,1.8258,13.4092,815.94,47.85,3.6124,5.51,6.42,-0.51,3.95,0.004,2.85,0.132,
2009-04-03,3.06,7.231M,1.8783,15.1643,842.5,46.23,3.6899,5.41,3.49,2.69,0.67,0.003,2.76,0.206,-0.4
2009-04-10,3.1,7.354M,1.9104,15.5216,856.56,45.66,3.7499,5.47,1.75,-0.1,3.46,0.003,2.7,0.181,
2009-04-17,3.08,7.477M,1.9385,15.7655,869.6,40.12,3.7981,5.32,1.56,0.97,1.95,0.003,2.64,0.135,
2009-04-24,2.93,7.448M,1.9307,15.7064,866.23,38.45,3.8812,5.33,-0.44,1.58,-2.38,0.003,2.63,0.101,
2009-05-01,2.8,7.54M,1.9559,15.9923,877.52,36.74,4.0703,5.46,1.65,0.49,-1.33,0.001,2.58,0.148,-0.7
2009-05-08,2.64,7.993M,2.0701,16.9522,929.23,31.34,4.2676,5.5,5.65,-3.28,7.88,0.001,2.41,0.176,
2009-05-15,2.56,7.612M,1.9644,16.1582,882.88,30.4,4.0838,5.44,-5.09,0.08,-5.36,0.001,2.52,0.161,
2009-05-22,2.47,7.665M,1.9572,16.2129,887,28.93,4.3836,5.57,0.72,0.05,-0.76,0.001,2.51,0.179,
2009-05-29,2.34,7.944M,2.0275,16.8001,919.14,29.81,4.3361,5.69,3.71,0.89,-0.35,0.001,2.42,0.135,
2009-06-05,2.12,8.134M,2.023,16.3934,940.09,26.63,4.633,5.68,2.6,3.76,-1.14,0.002,2.37,0.183,-1.3
2009-06-12,1.89,8.197M,2.0367,16.5031,946.21,25.75,4.6443,5.8,0.6,-1.42,0.19,0.002,2.35,0.17,
2009-06-19,1.81,7.984M,1.9808,16.0771,921.23,23.59,4.5041,5.61,-2.7,0.21,-1.1,0.002,2.41,0.173,
2009-06-26,1.77,7.952M,1.9623,16.1845,918.9,23.51,4.336,5.43,-0.06,1.09,-0.65,0.002,2.41,0.178,
2009-07-03,1.78,7.76M,1.8767,17.679,896.42,23.29,4.3209,5.4,-2.3,-0.03,-0.75,0.003,2.48,0.158,-1.4
2009-07-10,1.76,7.617M,1.8331,17.3304,879.13,21,4.1989,5.34,-2.15,-1.16,-1.47,0.003,2.53,0.172,
2009-07-17,1.75,8.15M,1.9608,18.5379,940.38,22.39,4.535,5.44,7.04,0.43,3.65,0.003,2.37,0.167,
2009-07-24,1.67,8.487M,2.0417,19.3278,979.26,23.55,4.5391,5.46,4.38,1.27,1.08,0.003,2.27,0.183,
2009-07-31,1.51,8.584M,2.0572,19.4995,987.48,21.98,4.2983,5.4,0.92,0.51,2.48,0.003,2.25,0.181,-2.1
2009-08-07,1.37,8.76M,2.0679,21.1644,1010.48,19.39,4.6045,5.34,2.47,-0.67,5.54,0.003,2.2,0.175,
2009-08-14,1.28,8.731M,2.0545,21.0501,1004.09,17.53,4.4206,5.34,-0.63,-0.68,0.31,0.003,2.21,0.171,
2009-08-21,1.32,8.928M,2.0994,21.5165,1026.13,17.58,4.3748,5.24,2.16,1.06,0.6,0.003,2.16,0.161,
2009-08-28,1.31,8.953M,2.1046,21.5848,1028.93,15.63,4.2004,5.14,0.19,-0.13,1.57,0.003,2.15,0.142,
