Date,Spread,Mcap,P/B,P/E,Close,Volatility,30y_yield,AA Yield,Mkt_rf,smb,hml,rf,Yield,3m,Inflation
2001-12-21,1.42,10.378M,3.4,25.1896,1144.89,16.11,5.442,6.65,1.96,0.1,0.27,0.037,,1.695,
2001-12-28,1.36,10.528M,3.4457,25.6239,1161.02,15.33,5.535,6.66,1.62,0.51,-0.49,0.037,,1.715,
2002-01-04,1.3,10.636M,3.516,27.7484,1172.51,15.48,5.548,6.67,1.05,0.5,1,0.035,1.37,1.715,1.6
2002-01-11,1.29,10.399M,3.4351,27.1023,1145.6,14.03,5.371,6.56,-2.14,0.74,1.44,0.035,,1.552,
2002-01-18,1.31,10.238M,3.3876,26.6856,1127.58,13.26,5.358,6.47,-1.83,-1.07,0.94,0.035,,1.613,
2002-01-25,1.35,10.29M,3.4048,26.8181,1133.28,12.72,5.467,6.54,0.58,0.05,0.47,0.035,,1.705,
2002-02-01,1.37,10.201M,3.3684,26.6366,1122.2,15.32,5.393,6.52,-0.85,1.52,0.1,0.032,1.38,1.756,1.1
2002-02-08,1.43,9.966M,3.2867,26.0304,1096.22,17.24,5.375,6.49,-2.34,-0.8,0.78,0.032,,1.705,
2002-02-15,1.37,10.04M,3.3097,26.1988,1104.18,17.58,5.366,6.54,0.66,0.79,-1.05,0.032,,1.736,
2002-02-22,1.36,9.915M,3.2642,25.8688,1089.84,19.53,5.344,6.5,-1.41,-0.06,1.37,0.032,,1.767,
2002-03-01,1.35,10.299M,3.3846,26.889,1131.78,20.46,5.504,6.53,3.79,-1.93,1.21,0.033,1.43,1.777,1.1
2002-03-08,1.31,10.598M,3.4817,27.6454,1164.31,21.41,5.717,6.69,3.15,1.09,0.19,0.033,,1.797,
2002-03-15,1.28,10.622M,3.4868,27.6839,1166.16,19.04,5.76,6.85,0.09,0.42,-0.01,0.033,,1.848,
2002-03-22,1.29,10.464M,3.433,27.2696,1148.7,17.4,5.812,6.88,-1.19,2.08,0.54,0.033,,1.838,
2002-03-29,1.31,10.45M,3.4301,27.2245,1147.39,17.45,5.795,6.85,-0.04,0.92,0.59,0.033,,1.777,
2002-04-05,1.31,10.228M,3.4201,27.1514,1122.73,15.18,5.666,6.83,-2.15,0.21,1.8,0.038,1.36,1.756,1.5
2002-04-12,1.32,10.123M,3.3838,26.8657,1111.01,15.14,5.647,6.75,-0.51,3.59,1.42,0.038,,1.705,
2002-04-19,1.28,10.255M,3.4263,27.2012,1125.17,14.81,5.6837,6.74,1.26,-0.43,0.6,0.038,,1.726,
2002-04-26,1.2,9.81M,3.2766,25.9951,1076.32,15.13,5.5873,6.74,-4.13,1.25,0.56,0.038,,1.736,
2002-05-03,1.25,9.786M,3.2659,25.6569,1073.43,15.66,5.536,6.71,-0.13,1.65,1.21,0.036,1.42,1.756,1.6
2002-05-10,1.33,9.625M,3.211,25.1451,1054.99,20.49,5.5986,6.71,-1.79,-2.06,0.98,0.036,,1.756,
2002-05-17,1.36,10.106M,3.4317,26.3809,1106.59,22.54,5.7556,6.82,4.65,-0.62,-2.58,0.036,,1.756,
2002-05-24,1.36,9.90M,3.361,25.8365,1083.82,21.98,5.6612,6.77,-2.2,-1.41,1.57,0.036,,1.736,
2002-05-31,1.34,9.755M,3.3073,25.4652,1067.14,20.9,5.6147,6.74,-1.47,0.65,-0.19,0.036,1.48,1.726,1.2
2002-06-07,1.31,9.386M,3.1748,24.4235,1027.53,22.2,5.6591,6.74,-3.51,-0.36,1.16,0.032,,1.736,
2002-06-14,1.3,9.205M,3.1135,24.0127,1007.28,22.16,5.4111,6.65,-2.11,0.8,-1.54,0.032,,1.705,
2002-06-21,1.31,9.041M,3.0547,23.5854,989.14,20.65,5.3971,6.55,-1.77,1.95,1.31,0.032,,1.715,
2002-06-28,1.35,9.054M,3.0514,23.5655,989.81,19.29,5.5076,6.58,0.01,1.89,-0.65,0.032,,1.685,
2002-07-05,1.4,9.046M,2.984,22.9061,989.03,23.4,5.5244,6.59,-0.75,-3.27,-0.66,0.039,1.58,1.715,1.1
2002-07-12,1.39,8.427M,2.7816,21.3537,921.39,26.06,5.3275,6.53,-6.47,0.82,0.5,0.039,,1.705,
2002-07-19,1.4,7.754M,2.5604,19.6332,847.76,27.83,5.3233,6.54,-7.25,1.31,-0.64,0.039,,1.705,
2002-07-26,1.34,7.783M,2.5842,19.5486,852.84,35.41,5.3096,6.46,0.11,-0.46,-3.35,0.039,,1.685,
2002-08-02,1.24,7.89M,2.6055,19.7128,864.24,39.27,5.2171,6.54,1.22,-3.19,0.26,0.035,1.77,1.623,1.5
2002-08-09,1.24,8.295M,2.7357,20.6999,908.64,42.99,5.1091,6.45,4.8,-2.15,-0.63,0.035,,1.613,
2002-08-16,1.22,8.474M,2.7893,21.0894,928.77,42.91,5.0917,6.31,2.33,-1.07,0.45,0.035,,1.613,
2002-08-23,1.22,8.584M,2.8197,21.3267,940.86,42.65,5.0321,6.33,1.22,-0.31,1.19,0.035,,1.644,
2002-08-30,1.18,8.357M,2.7485,20.7786,916.07,38.55,4.9251,6.33,-2.58,-0.58,1.85,0.035,,1.674,
2002-09-06,1.2,8.158M,2.6703,20.2572,893.92,37.1,4.8588,6.2,-2.04,1.52,1.17,0.036,1.74,1.654,1.8
2002-09-13,1.22,8.129M,2.6579,20.1495,889.81,32.44,4.7669,6.21,-0.47,0.26,0,0.036,,1.674,
2002-09-20,1.25,7.71M,2.5255,19.142,845.39,28.93,4.7422,6.12,-5.05,-0.55,0.76,0.036,,1.644,
2002-09-27,1.29,7.544M,2.5197,18.7263,827.37,28.98,4.6784,6.1,-1.92,-0.05,0.11,0.036,,1.613,
2002-10-04,1.31,7.297M,2.4158,17.5325,800.58,30.39,4.7136,6.13,-3.48,0.91,-0.78,0.034,1.82,1.603,1.5
2002-10-11,1.42,7.617M,2.5212,18.2989,835.32,36.09,4.8041,6.15,3.8,-4.11,-2.92,0.034,,1.572,
2002-10-18,1.45,8.064M,2.6682,19.3665,884.39,37.17,5.0581,6.41,5.8,-0.38,-1.21,0.034,,1.664,
2002-10-25,1.45,8.183M,2.7074,19.6493,897.65,37.53,5.0833,6.5,1.51,0.05,1.28,0.034,,1.634,
2002-11-01,1.42,8.215M,2.7197,19.641,900.96,36.03,5.0408,6.39,0.63,2.5,-0.95,0.029,1.86,1.419,2
2002-11-08,1.39,8.156M,2.6998,19.4875,894.74,33.64,4.7634,6.32,-0.79,0.26,-0.22,0.029,,1.215,
2002-11-15,1.34,8.289M,2.7441,19.8191,909.83,30.09,4.9096,6.22,1.77,-0.08,-0.79,0.029,,1.215,
2002-11-22,1.26,8.458M,2.7901,20.2844,930.55,26.14,5.0214,6.3,2.36,1.11,-0.68,0.029,,1.215,
2002-11-29,1.23,8.514M,2.8052,20.3992,936.31,22.73,5.0353,6.37,0.72,0.95,0.95,0.029,,1.215,
2002-12-06,1.22,8.291M,2.7301,19.8512,912.23,21.78,4.9773,6.33,-2.51,0.52,0.32,0.028,1.76,1.205,2.2
2002-12-13,1.25,8.092M,2.6615,19.3784,889.48,22.47,4.9484,6.2,-2.39,0,1.07,0.028,,1.205,
2002-12-20,1.22,8.147M,2.6801,19.5166,895.75,22.87,4.8933,6.23,0.59,-1.03,0.16,0.028,,1.195,
2002-12-27,1.24,7.96M,2.6156,19.068,875.4,21.14,4.7812,6.14,-2,1.43,-0.05,0.028,,1.154,
2003-01-03,1.22,8.263M,2.8064,19.8192,908.59,22.39,4.9531,6.15,3.5,-2.21,0.57,0.024,1.79,1.215,2.4
2003-01-10,1.19,8.434M,2.8655,20.2401,927.57,21.17,5.045,6.24,2.06,-0.32,-0.15,0.024,,1.195,
2003-01-17,1.17,8.199M,2.786,19.6798,901.78,21.33,4.9213,6.22,-2.63,0.62,1.4,0.024,,1.174,
2003-01-24,1.19,7.835M,2.661,18.7965,861.4,22.45,4.8616,6.11,-4.23,1.58,-0.94,0.024,,1.144,
2003-01-31,1.12,7.782M,2.6411,18.6246,855.7,22.92,4.8411,6.09,-0.66,0.65,-0.94,0.024,1.8,1.174,2.6
2003-02-07,1.11,7.546M,2.5584,18.0408,829.69,22.97,4.8063,5.99,-3.12,0.24,-0.52,0.022,,1.164,
2003-02-14,1.12,7.593M,2.575,18.1727,834.89,21.53,4.8798,5.97,0.35,-0.29,-0.93,0.022,,1.174,
2003-02-21,1.1,7.717M,2.6122,18.4428,848.17,20.54,4.8455,5.96,1.73,-0.02,-0.14,0.022,,1.185,
2003-02-28,1.08,7.651M,2.59,18.2849,841.15,21.64,4.6692,5.89,-0.78,-0.37,0.22,0.022,1.93,1.195,3
2003-03-07,1.08,7.542M,2.5514,18.0134,828.89,19.83,4.6839,5.82,-1.42,-0.45,0.14,0.025,,1.113,
2003-03-14,1.08,7.587M,2.5648,18.0122,833.27,21.55,4.7062,5.82,0.58,0.12,-1.53,0.025,,1.123,
2003-03-21,1.05,8.163M,2.7566,19.3593,895.79,24.08,5.0399,5.99,7.21,-1.48,-0.82,0.025,,1.174,
2003-03-28,1.03,7.868M,2.6579,18.6906,863.5,25.8,4.9129,5.94,-3.29,1.94,-0.05,0.025,,1.123,
2003-04-04,1.1,7.997M,2.6982,18.8207,878.85,25.93,4.9643,5.81,1.68,-0.16,0.31,0.024,1.92,1.103,3
2003-04-11,1.12,7.90M,2.6645,18.585,868.3,25.68,4.9482,5.81,-1.14,0.35,1.22,0.024,,1.164,
2003-04-18,1.09,8.133M,2.7454,19.0898,893.58,26,4.8897,5.81,2.92,0.3,-0.37,0.024,,1.164,
2003-04-25,1.11,8.176M,2.7604,19.1928,898.81,23.89,4.8146,5.68,0.7,0.43,0.36,0.024,,1.134,
2003-05-02,1.12,8.466M,2.8529,19.7884,930.08,21.59,4.8318,5.56,3.7,1.52,-0.77,0.022,1.82,1.123,2.2
2003-05-09,1.1,8.495M,2.8605,19.8535,933.41,18.72,4.6704,5.42,0.53,1.22,0.29,0.022,,1.103,
2003-05-16,1.16,8.593M,2.8934,20.0782,944.3,16.37,4.4139,5.23,1.22,-1.29,1.43,0.022,,1.032,
2003-05-23,1.22,8.494M,2.8585,19.8575,933.22,17.67,4.2591,5.01,-0.81,0.85,0.76,0.022,,1.072,
2003-05-30,1.19,8.772M,2.9541,20.5166,963.59,17.1,4.3762,5.05,3.48,2.67,-1.35,0.022,,1.103,
2003-06-06,1.22,8.994M,3.0251,21.0072,987.76,15.31,4.3962,5,2.57,0.72,-0.91,0.025,1.73,1.045,2.1
2003-06-13,1.24,8.999M,3.0279,21.0258,988.61,15.67,4.173,4.84,0.07,-0.42,0.82,0.025,,0.851,
2003-06-20,1.24,9.064M,3.0486,21.1935,995.69,16.54,4.432,4.93,0.65,0.08,-0.33,0.025,,0.82,
2003-06-27,1.2,8.888M,2.9857,20.7923,976.22,17.49,4.5824,5.06,-1.65,1.45,0.17,0.025,,0.861,
2003-07-04,1.12,8.974M,2.3729,20.6212,985.7,15.99,4.6838,5.27,1.11,1,0.16,0.017,1.64,0.861,2.1
2003-07-11,1.12,9.088M,2.4023,20.8835,998.14,16.36,4.6818,5.3,1.65,2.22,0.36,0.017,,0.881,
2003-07-18,1.12,9.052M,2.3908,20.7338,993.32,16.75,4.9326,5.45,-0.7,-0.87,-0.57,0.017,,0.891,
2003-07-25,1.13,9.103M,2.403,20.8383,998.68,17.19,5.1163,5.62,0.56,0.61,-0.84,0.017,,0.922,
2003-08-01,1.13,8.938M,2.3572,20.3999,980.15,15.61,5.314,5.84,-1.52,1.59,-0.25,0.017,1.64,0.932,2.1
2003-08-08,1.15,8.915M,2.3502,20.3363,977.59,15.36,5.2305,5.83,-0.7,-2.14,-0.26,0.017,,0.963,
2003-08-15,1.15,9.037M,2.3812,20.6056,990.67,13.98,5.3969,5.93,1.74,2.17,0.39,0.017,,0.953,
2003-08-22,1.13,9.06M,2.3815,20.6309,993.06,13.5,5.2581,5.89,0.71,2.17,1.12,0.017,,0.973,
2003-08-29,1.1,9.197M,2.4174,20.9168,1008.01,11.6,5.2228,5.87,1.66,0.8,0.41,0.017,,0.973,
2003-09-05,1.07,9.324M,2.448,21.1313,1021.39,10.88,5.1878,5.89,1.42,1.2,0.23,0.021,1.66,0.943,2.2
2003-09-12,1.08,9.298M,2.4422,21.0863,1018.63,11.45,5.1594,5.79,-0.26,1.14,-0.78,0.021,,0.953,
2003-09-19,1.05,9.46M,2.4855,21.4621,1036.3,11.25,5.0679,5.72,1.8,0.4,0.46,0.021,,0.943,
2003-09-26,1.09,9.102M,2.3941,20.6545,996.85,13.44,4.934,5.59,-4.13,-2.29,0.04,0.021,,0.943,
2003-10-03,1.09,9.405M,2.9649,20.5759,1029.85,15.17,5.0955,5.51,3.55,1.62,0.47,0.018,1.63,0.932,2.3
2003-10-10,1.06,9.481M,2.9883,20.7405,1038.06,15.28,5.1799,5.7,0.99,0.29,1.55,0.018,,0.902,
2003-10-17,1.02,9.489M,2.9931,20.774,1039.32,14.86,5.2488,5.82,0.12,0.59,0.17,0.018,,0.922,
2003-10-24,1.01,9.392M,2.9631,20.5615,1028.91,14.94,5.119,5.72,-1.09,-1.19,-0.83,0.018,,0.943,
2003-10-31,1,9.59M,3.0218,20.8503,1050.71,13.85,5.1314,5.69,2.45,1.72,0.67,0.018,1.62,0.953,2
2003-11-07,1.01,9.617M,3.0269,20.8764,1053.21,12.14,5.2529,5.74,0.68,1.99,1.23,0.018,,0.953,
2003-11-14,1.01,9.598M,3.0206,20.8385,1050.35,10.38,5.0505,5.7,-0.44,-1.04,-0.86,0.018,,0.953,
2003-11-21,1.01,9.46M,2.9768,20.5404,1035.28,11.01,5.0146,5.56,-1.4,-0.17,0.46,0.018,,0.932,
2003-11-28,1.02,9.669M,3.0407,20.9684,1058.2,11.57,5.1311,5.6,2.54,1.12,0.78,0.018,,0.932,
2003-12-05,0.99,9.199M,3.0428,20.9909,1061.5,11.2,5.0616,5.67,-0.03,-1.04,-0.1,0.02,1.63,0.912,1.8
2003-12-12,0.96,9.309M,3.0771,21.2315,1074.14,11.34,5.0904,5.67,1.04,-0.01,0.52,0.02,,0.891,
2003-12-19,0.97,9.523M,3.1185,21.5189,1088.67,11.52,4.9645,5.57,1.12,-1.49,0.58,0.02,,0.871,
2003-12-26,0.99,9.501M,3.1365,21.6597,1095.89,10.95,4.9694,5.55,0.73,0.73,0.37,0.02,,0.861,
2004-01-02,0.98,9.611M,3.0979,20.4747,1108.48,10.21,5.1698,5.65,1.17,-0.01,0.65,0.017,1.61,0.902,1.9
2004-01-09,0.94,9.723M,3.135,20.7289,1121.86,9.85,4.9592,5.62,1.46,1.34,1.16,0.017,,0.861,
2004-01-16,0.91,9.881M,3.1869,21.0723,1139.83,9.77,4.8919,5.46,1.73,1.11,0.97,0.017,,0.881,
2004-01-23,0.91,9.897M,3.1903,21.0941,1141.55,8.94,4.9429,5.46,0.32,0.39,0.77,0.017,,0.881,
2004-01-30,0.85,9.805M,3.1606,20.8908,1131.13,10.63,4.961,5.55,-1.19,-1.27,-0.95,0.017,,0.912,
2004-02-06,0.79,9.909M,3.1877,21.0121,1142.76,11.05,4.9166,5.53,0.91,-0.63,-0.17,0.016,1.55,0.922,1.9
2004-02-13,0.76,9.943M,3.1974,21.0736,1145.81,11.29,4.9165,5.5,0.47,-0.3,0.34,0.016,,0.912,
2004-02-20,0.75,9.93M,3.1935,21.0424,1144.11,11.24,4.9525,5.5,-0.27,-0.79,0.28,0.016,,0.932,
2004-02-27,0.76,9.922M,3.1937,21.0323,1144.94,10.5,4.8374,5.47,0.29,0.26,0.57,0.016,,0.943,
2004-03-05,0.77,10.041M,3.2224,21.17,1156.87,10.59,4.7628,5.43,1.25,0.82,0.4,0.022,1.56,0.953,1.7
2004-03-12,0.79,9.744M,3.1213,20.5065,1120.57,11.64,4.717,5.27,-3.07,0.27,-0.4,0.022,,0.953,
2004-03-19,0.79,9.653M,3.0902,20.3044,1109.78,12.54,4.7042,5.28,-1.12,-1.2,0.37,0.022,,0.932,
2004-03-26,0.81,9.65M,3.0845,20.2668,1108.06,13.38,4.761,5.28,-0.13,0.65,-0.19,0.022,,0.943,
2004-04-02,0.78,9.967M,3.0486,19.8339,1141.81,13.98,4.9777,5.43,3.4,2.28,0.27,0.02,1.6,0.943,1.7
2004-04-09,0.74,9.94M,3.0405,19.7648,1139.32,14.27,5.0277,5.64,-0.15,-0.02,-0.15,0.02,,0.932,
2004-04-16,0.72,9.891M,3.0279,19.6851,1134.61,14.56,5.1687,5.74,-0.8,-0.84,-1.37,0.02,,0.932,
2004-04-23,0.72,9.926M,3.0397,19.7743,1140.6,13.78,5.2391,5.81,0.75,0.68,-0.39,0.02,,0.973,
2004-04-30,0.72,9.655M,2.9514,19.1435,1107.31,13.15,5.2844,5.84,-3.15,-2.39,-1.18,0.02,1.61,0.963,2.3
2004-05-07,0.71,9.578M,2.9289,18.9483,1098.7,12.73,5.466,5.95,-0.98,-0.69,-1.09,0.015,,1.055,
2004-05-14,0.69,9.559M,2.9161,18.8852,1095.7,12.11,5.4853,6.13,-0.49,-0.8,-0.44,0.015,,0.983,
2004-05-21,0.71,9.546M,2.911,18.8527,1093.56,12.23,5.4582,6.08,-0.11,0.22,0.61,0.015,,1.024,
2004-05-28,0.72,9.788M,2.9818,19.3039,1120.68,12.75,5.3445,6,2.79,1.14,0.71,0.015,,1.065,
2004-06-04,0.76,9.799M,2.983,19.2649,1122.5,11.29,5.4572,6.04,0.11,-0.11,-0.14,0.021,1.67,1.195,3.1
2004-06-11,0.76,9.909M,3.0199,19.5042,1136.47,11.63,5.4742,6.08,0.94,-0.76,0.62,0.021,,1.286,
2004-06-18,0.77,9.901M,3.0163,19.4739,1135.02,11.53,5.3767,6.01,-0.15,0.43,-0.15,0.021,,1.266,
2004-06-25,0.78,9.898M,3.0134,19.4692,1134.43,10.47,5.3347,5.97,0.39,2.11,0.68,0.021,,1.297,
2004-07-02,0.79,9.853M,2.9331,18.532,1125.38,10.38,5.2054,5.92,-0.82,0.1,1.23,0.024,1.64,1.286,3.3
2004-07-09,0.8,9.745M,2.8993,18.2872,1112.81,9.97,5.2065,5.83,-1.43,-2.04,1.19,0.024,,1.266,
2004-07-16,0.79,9.652M,2.8695,18.0972,1101.4,9.73,5.115,5.81,-1.09,-1.01,1.71,0.024,,1.338,
2004-07-23,0.8,9.521M,2.8294,17.8449,1086.2,9.12,5.1659,5.78,-1.66,-1.38,0.54,0.024,,1.358,
2004-07-30,0.79,9.658M,2.8703,18.0912,1101.72,9.22,5.1969,5.87,1.43,0.88,-1.05,0.024,,1.44,
2004-08-06,0.82,9.339M,2.7698,17.3964,1063.97,10.72,5.0355,5.74,-3.77,-2.41,2.25,0.028,1.7,1.429,3
2004-08-13,0.81,9.341M,2.7721,17.4102,1064.8,11.59,5.0168,5.65,0.03,-0.51,0.09,0.028,,1.429,
2004-08-20,0.82,9.646M,2.8583,17.9549,1098.35,12.89,5.0239,5.61,3.5,2.01,-1.42,0.028,,1.48,
2004-08-27,0.81,9.732M,2.8829,18.1082,1107.77,12.99,5.0195,5.63,0.83,-0.06,-0.48,0.028,,1.552,
2004-09-03,0.82,9.782M,2.8996,18.1848,1113.63,12.51,5.0578,5.55,0.55,0.14,0.29,0.029,1.74,1.644,2.7
2004-09-10,0.82,9.87M,2.9251,18.3428,1123.92,12.46,4.9841,5.54,1.11,1.39,-0.89,0.029,,1.654,
2004-09-17,0.81,9.912M,2.9372,18.4217,1128.55,10,4.9095,5.48,0.53,0.06,0.07,0.029,,1.695,
2004-09-24,0.8,9.744M,2.8883,18.1232,1110.11,10.17,4.798,5.37,-1.45,0.21,0.87,0.029,,1.726,
2004-10-01,0.79,9.935M,2.8491,18.0914,1131.5,9.93,4.9436,5.42,1.96,1.37,-0.05,0.028,1.71,1.685,2.5
2004-10-08,0.76,9.856M,2.8232,17.912,1122.14,10.66,4.9067,5.54,-0.9,-0.81,0.85,0.028,,1.685,
2004-10-15,0.74,9.736M,2.7881,17.6895,1108.2,10.43,4.8451,5.46,-1.22,0.19,-0.77,0.028,,1.746,
2004-10-22,0.72,9.618M,2.7565,17.4894,1095.73,10.87,4.7605,5.43,-0.93,0.79,-0.54,0.028,,1.838,
2004-10-29,0.73,9.898M,2.8503,17.9453,1130.2,12.09,4.7889,5.42,3.06,-0.58,0.36,0.028,,1.899,
2004-11-05,0.69,10.216M,2.937,18.443,1166.17,12.07,4.8969,5.5,3.2,0.27,-0.26,0.039,1.72,2.022,3.2
2004-11-12,0.66,10.363M,2.9827,18.7315,1184.17,11.76,4.8967,5.59,1.66,1.02,-0.06,0.039,,2.063,
2004-11-19,0.7,10.20M,2.9395,18.46,1170.34,11.79,4.8844,5.48,-1.03,0.09,0.68,0.039,,2.135,
2004-11-26,0.7,10.309M,2.9678,18.6412,1182.65,10.96,4.8853,5.46,1.25,1.16,1.13,0.039,,2.196,
2004-12-03,0.7,10.37M,2.9776,18.8025,1191.17,10.66,4.9268,5.6,0.86,1.06,-1.33,0.041,1.66,2.207,3.5
2004-12-10,0.7,10.358M,2.9704,18.7571,1188,10.4,4.8176,5.44,-0.42,-1.29,0.29,0.041,,2.248,
2004-12-17,0.68,10.414M,2.9859,18.8536,1194.22,9.62,4.8265,5.4,0.8,0.85,0.86,0.041,,2.196,
2004-12-24,0.66,10.596M,3.0227,19.1233,1210.13,9.6,4.8443,5.45,1.26,-0.07,-0.1,0.041,,2.186,
2004-12-31,0.67,10.61M,2.9087,18.5833,1211.92,9.2,4.8261,5.51,0.29,0.45,0.06,0.041,1.62,2.217,3.3
2005-01-07,0.65,10.383M,2.8443,18.202,1186.19,9.56,4.835,5.47,-2.64,-3.19,0.42,0.041,,2.319,
2005-01-14,0.65,10.371M,2.8403,18.1795,1184.52,9.19,4.7276,5.4,0,0.42,0.85,0.041,,2.36,
2005-01-21,0.67,10.228M,2.8004,17.9219,1167.87,9.67,4.6427,5.3,-1.33,0.24,0.38,0.041,,2.35,
2005-01-28,0.67,10.28M,2.8076,17.9636,1171.36,9.39,4.6079,5.28,0.25,0.17,0.31,0.041,,2.453,
2005-02-04,0.66,10.55M,2.8754,18.4023,1203.03,10.01,4.4817,5.2,2.9,0.91,0.44,0.041,1.67,2.483,3
2005-02-11,0.62,10.588M,2.8804,18.4364,1205.3,10.33,4.4805,5.09,0.08,-0.75,0.37,0.041,,2.545,
2005-02-18,0.59,10.552M,2.8712,18.3779,1201.59,9.58,4.6495,5.2,-0.33,-0.38,0.65,0.041,,2.596,
2005-02-25,0.61,10.639M,2.8935,18.5186,1211.37,10.64,4.6386,5.3,0.84,0.17,0.11,0.041,,2.73,
2005-03-04,0.61,10.727M,2.9162,18.6426,1222.13,9.73,4.6489,5.34,0.84,0.15,1.01,0.053,1.66,2.75,3
2005-03-11,0.62,10.52M,2.8638,18.3069,1200.08,10.58,4.8093,5.35,-1.77,-0.95,0.37,0.053,,2.761,
2005-03-18,0.65,10.434M,2.8392,18.1504,1189.65,10.21,4.81,5.4,-0.86,-0.14,1.25,0.053,,2.802,
2005-03-25,0.7,10.278M,2.7833,17.8373,1171.42,10.33,4.844,5.47,-1.41,0.62,-0.96,0.053,,2.832,
2005-04-01,0.73,10.306M,2.7568,17.5671,1172.92,11.06,4.721,5.44,-0.02,-0.97,1.01,0.051,1.69,2.781,3.1
2005-04-08,0.7,10.384M,2.7763,17.6443,1181.2,9.92,4.7683,5.43,0.59,-0.67,-0.25,0.051,,2.771,
2005-04-15,0.72,10.043M,2.6858,17.069,1142.62,11.06,4.6084,5.36,-3.41,-1.37,-0.54,0.051,,2.781,
2005-04-22,0.74,10.127M,2.7081,17.2113,1152.12,13.17,4.5793,5.27,0.7,0.38,0.27,0.051,,2.915,
2005-04-29,0.74,10.169M,2.7189,17.2623,1156.85,14.24,4.5133,5.23,0.16,-2.37,0.22,0.051,,2.894,
2005-05-06,0.77,10.29M,2.7512,17.454,1171.35,14.48,4.6278,5.25,1.53,1.38,-0.11,0.06,1.76,2.863,3.5
2005-05-13,0.83,10.124M,2.7121,17.1952,1154.05,14.44,4.4805,5.2,-1.55,-0.46,-1.28,0.06,,2.812,
2005-05-20,0.92,10.447M,2.7951,17.7239,1189.28,14.92,4.4381,5.1,3.2,1.12,-0.11,0.06,,2.884,
2005-05-27,0.9,10.529M,2.8177,17.8688,1198.78,13.05,4.4293,5.08,0.95,0.38,0.56,0.06,,2.945,
2005-06-03,0.88,10.506M,2.8108,17.8187,1196.02,11.33,4.2812,4.95,-0.04,0.55,0.64,0.057,1.76,2.997,2.8
2005-06-10,0.88,10.521M,2.8159,17.8486,1198.11,9.56,4.3244,4.92,0.2,0.52,0.96,0.057,,2.997,
2005-06-17,0.9,10.687M,2.8605,18.1233,1216.96,8.87,4.3607,5.06,1.64,0.89,0.61,0.057,,2.976,
2005-06-24,0.91,10.467M,2.7983,17.7545,1191.57,8.34,4.2207,4.96,-1.99,-0.48,0.56,0.057,,3.09,
2005-07-01,0.91,10.489M,2.7603,17.4761,1194.44,7.79,4.2942,4.93,0.58,1.53,0.52,0.059,1.74,3.161,2.5
2005-07-08,0.9,10.656M,2.8001,17.6944,1211.86,8.99,4.3413,5.03,1.63,1.32,-0.91,0.059,,3.172,
2005-07-15,0.91,10.798M,2.8373,17.9287,1227.92,8.27,4.3963,5.04,1.18,-0.6,-0.67,0.059,,3.244,
2005-07-22,0.9,10.855M,2.8518,18.0118,1233.68,8.95,4.4399,5.09,0.56,1.77,0.25,0.059,,3.368,
2005-07-29,0.87,10.851M,2.8508,18.0083,1234.18,9.44,4.4706,5.08,0.16,0.17,0.19,0.059,,3.398,
2005-08-05,0.86,10.772M,2.8306,17.8647,1226.42,9.25,4.582,5.16,-0.82,-1.52,0.27,0.075,1.73,3.512,3.2
2005-08-12,0.87,10.793M,2.8384,17.9223,1230.39,9.23,4.4484,5.17,0.23,-0.66,0.34,0.075,,3.512,
2005-08-19,0.87,10.716M,2.8072,17.7126,1219.71,8.46,4.4189,5.09,-0.96,-0.33,0.23,0.075,,3.512,
2005-08-26,0.87,10.573M,2.773,17.482,1205.1,8.72,4.372,5.04,-1.13,0.51,0.42,0.075,,3.543,
2005-09-02,0.89,10.696M,2.7989,17.617,1218.02,8.72,4.2961,4.95,1.2,0.69,0.28,0.071,1.74,3.45,3.6
2005-09-09,0.91,10.902M,2.8528,17.9498,1241.48,9.38,4.399,5.05,1.84,0.15,-0.56,0.071,,3.471,
2005-09-16,0.9,10.873M,2.8445,17.9017,1237.91,9.23,4.5646,5.13,-0.5,-0.43,0.54,0.071,,3.481,
2005-09-23,0.89,10.674M,2.7815,17.553,1215.29,9.46,4.5191,5.17,-1.9,-0.35,0.52,0.071,,3.471,
2005-09-30,0.91,10.79M,2.7624,17.3791,1228.81,9.13,4.5668,5.21,1.29,0.43,-0.07,0.071,1.75,3.543,4.7
2005-10-07,0.94,10.454M,2.6794,16.8467,1195.9,10.36,4.5645,5.25,-2.72,-0.33,0.06,0.068,,3.604,
2005-10-14,0.94,10.361M,2.6556,16.5698,1186.57,10.31,4.7023,5.33,-1.02,-0.65,-0.58,0.068,,3.79,
2005-10-21,0.96,10.293M,2.64,16.4723,1179.59,11.41,4.6017,5.35,-0.43,0.51,-0.35,0.068,,3.852,
2005-10-28,0.97,10.454M,2.6835,16.7259,1198.41,13.56,4.7719,5.41,1.21,-1.53,1.25,0.068,1.64,3.914,
2005-11-04,0.96,10.633M,2.7228,16.9983,1220.14,13.71,4.8571,5.48,2.28,1.41,-0.12,0.078,1.58,3.956,4.3
2005-11-11,0.96,10.766M,2.7549,17.201,1234.71,13.76,4.7412,5.46,1.11,0.07,-0.73,0.078,1.56,3.966,
2005-11-18,0.98,10.886M,2.7854,17.3892,1248.27,12.46,4.6831,5.39,1,-0.4,-0.41,0.078,1.54,4.007,
